cod_municipio,municipio,cod_depto,poblacion_total,pob_urbana,pob_rural,pct_urbano,area_km2,densidad_hab_km2,ipm_municipal,priv_hacinamiento,priv_agua,priv_salud,priv_trabajo_informal,tasa_kg_hab_dia,kg_residuos_dia,ton_residuos_dia,pct_reciclable,kg_reciclables_dia,cobertura_recoleccion_pct,dist_centro_acopio_km,centros_acopio_existentes,acceso_vial,necesita_centro_acopio,potencial_reciclaje_kg_mes,label_clase
20001,VALLEDUPAR,20,14538,10963,3575,75.4,45.3,320.92,30.5,19.5,7.9,20.2,87.5,0.607,8830.0,8.83,13.4,1182.0,64.2,19.19,0,3,1,35460.0,Prioritario
20011,AGUACHICA,20,5942,4627,1315,77.9,249.3,23.83,37.0,21.2,7.0,17.5,87.6,0.742,4407.0,4.407,15.6,687.0,61.4,16.83,0,3,1,20610.0,Prioritario
20013,AGUSTÍN CODAZZI,20,40991,28958,12033,70.6,722.5,56.73,44.5,24.1,15.7,17.9,88.1,0.593,24299.0,24.299,16.2,3935.0,45.9,21.47,0,3,2,118050.0,Muy prioritario
20032,ASTREA,20,1955,965,990,49.4,82.3,23.75,52.8,24.3,19.2,20.4,91.1,0.485,948.0,0.948,11.2,107.0,39.5,25.45,0,1,1,3210.0,Prioritario
20045,BECERRIL,20,10339,4847,5492,46.9,1515.0,6.82,48.6,29.2,14.9,18.1,88.3,0.477,4929.0,4.929,14.2,698.0,28.6,22.13,0,3,2,20940.0,Muy prioritario
20060,BOSCONIA,20,16589,9928,6661,59.8,451.7,36.73,43.8,29.4,11.4,15.5,87.4,0.448,7427.0,7.427,10.4,774.0,40.0,21.97,0,3,1,23220.0,Prioritario
20175,CHIMICHAGUA,20,33724,13271,20453,39.4,842.8,40.02,52.5,19.8,10.6,17.3,92.9,0.545,18384.0,18.384,10.1,1852.0,24.5,27.28,2,1,1,55560.0,Prioritario
20178,CHIRIGUANÁ,20,48093,30204,17889,62.8,111.1,432.81,41.3,23.0,10.2,15.1,87.4,0.455,21869.0,21.869,17.8,3891.0,45.4,21.07,1,2,0,116730.0,No prioritario
20228,CURUMANÍ,20,1764,993,771,56.3,682.3,2.59,45.8,23.1,8.0,17.9,90.0,0.477,842.0,0.842,16.9,143.0,39.0,24.5,0,3,1,4290.0,Prioritario
20238,EL COPEY,20,844,441,403,52.4,66.0,12.79,48.2,24.9,7.5,20.0,87.5,0.393,332.0,0.332,13.6,45.0,45.1,24.2,0,3,1,1350.0,Prioritario
20250,EL PASO,20,133228,63712,69516,47.8,712.2,187.08,40.7,22.3,8.2,17.7,82.2,0.534,71198.0,71.198,11.2,7995.0,29.5,19.1,2,3,0,239850.0,No prioritario
20295,GAMARRA,20,24298,14566,9732,59.9,300.7,80.8,48.6,18.6,4.2,13.4,85.7,0.578,14039.0,14.039,12.4,1743.0,37.8,21.81,0,1,2,52290.0,Muy prioritario
20310,GONZÁLEZ,20,3472,1624,1848,46.8,475.3,7.31,56.6,17.4,45.3,10.0,93.3,0.511,1774.0,1.774,13.1,232.0,25.7,28.02,0,2,2,6960.0,Muy prioritario
20383,LA GLORIA,20,217961,106802,111159,49.0,59.7,3651.1,44.4,16.5,12.2,17.4,84.5,0.463,100828.0,100.828,16.3,16469.0,36.1,21.27,1,1,0,494070.0,No prioritario
20400,LA JAGUA DE IBIRICO,20,16452,6985,9467,42.5,83.6,196.82,32.6,16.3,10.0,17.5,85.5,0.426,7010.0,7.01,16.5,1159.0,20.9,16.17,0,2,1,34770.0,Prioritario
20443,MANAURE BALCÓN DEL CESAR,20,111606,67030,44576,60.1,501.0,222.75,41.2,20.6,14.2,16.5,90.8,0.627,70020.0,70.02,14.0,9814.0,31.9,20.16,3,2,0,294420.0,No prioritario
20517,PAILITAS,20,15086,10789,4297,71.5,78.4,192.39,46.1,25.6,18.1,12.4,92.3,0.592,8931.0,8.931,13.2,1178.0,47.6,22.29,0,3,1,35340.0,Prioritario
20550,PELAYA,20,545439,369208,176231,67.7,426.6,1278.57,51.0,21.3,9.1,18.9,87.9,0.646,352391.0,352.391,17.1,60162.0,37.5,23.21,10,3,1,1804860.0,Prioritario
20570,PUEBLO BELLO,20,314775,114588,200187,36.4,47.4,6635.43,74.9,34.2,53.4,23.5,94.9,0.425,133714.0,133.714,10.7,14267.0,10.0,36.96,3,1,2,428010.0,Muy prioritario
20614,RÍO DE ORO,20,8534,4369,4165,51.2,677.1,12.6,48.3,14.5,29.1,16.9,86.5,0.569,4858.0,4.858,13.1,635.0,34.1,24.86,0,1,2,19050.0,Muy prioritario
20621,LA PAZ,20,76789,48937,27852,63.7,55.8,1377.25,41.7,24.0,21.5,16.5,91.6,0.709,54457.0,54.457,19.8,10809.0,40.4,19.71,2,2,0,324270.0,No prioritario
20710,SAN ALBERTO,20,42688,24704,17984,57.9,474.7,89.92,31.9,15.8,5.3,16.5,76.2,0.628,26824.0,26.824,17.8,4766.0,35.4,19.08,2,1,0,142980.0,No prioritario
20750,SAN DIEGO,20,156927,98855,58072,63.0,518.4,302.71,40.7,20.5,9.9,15.4,91.4,0.569,89289.0,89.289,16.3,14530.0,44.8,21.27,1,2,0,435900.0,No prioritario
20770,SAN MARTÍN,20,2352,1554,798,66.1,106.0,22.18,41.7,15.8,4.4,17.8,74.9,0.635,1494.0,1.494,12.3,184.0,51.3,21.42,0,2,1,5520.0,Prioritario
20787,TAMALAMEQUE,20,45930,30458,15472,66.3,492.0,93.36,47.5,19.9,5.0,19.4,91.2,0.596,27375.0,27.375,16.8,4590.0,37.0,23.1,2,3,0,137700.0,No prioritario
23001,MONTERÍA,23,89784,60998,28786,67.9,334.5,268.44,27.1,14.0,9.4,16.4,86.2,0.622,55880.0,55.88,19.5,10886.0,57.1,12.48,2,1,0,326580.0,No prioritario
23068,AYAPEL,23,800,367,433,45.9,128.2,6.24,62.4,20.3,66.1,13.1,92.7,0.508,406.0,0.406,13.0,53.0,26.7,31.24,0,2,2,1590.0,Muy prioritario
23079,BUENAVISTA,23,1587,685,902,43.2,72.9,21.76,58.0,17.5,13.8,14.6,90.6,0.51,809.0,0.809,17.9,145.0,26.2,27.46,0,2,2,4350.0,Muy prioritario
23090,CANALETE,23,800,299,501,37.5,30.0,26.67,68.2,19.8,59.3,14.1,93.6,0.517,413.0,0.413,17.1,71.0,19.4,38.98,0,1,2,2130.0,Muy prioritario
23162,CERETÉ,23,8226,5145,3081,62.5,372.3,22.1,34.4,18.5,8.7,13.0,88.0,0.521,4283.0,4.283,20.7,889.0,57.0,20.74,0,2,1,26670.0,Prioritario
23168,CHIMÁ,23,48609,25888,22721,53.3,37.4,1298.97,57.8,12.1,58.8,13.0,95.1,0.482,23418.0,23.418,15.7,3686.0,28.8,28.12,1,3,1,110580.0,Prioritario
23182,CHINÚ,23,199634,130018,69616,65.1,274.4,727.66,45.3,16.4,5.2,14.7,93.5,0.499,99703.0,99.703,17.8,17722.0,45.6,20.74,2,1,0,531660.0,No prioritario
23189,CIÉNAGA DE ORO,23,15265,7204,8061,47.2,178.4,85.58,52.3,20.1,18.0,13.8,91.8,0.411,6270.0,6.27,18.5,1158.0,24.7,24.24,0,3,2,34740.0,Muy prioritario
23300,COTORRA,23,250573,183222,67351,73.1,552.8,453.29,39.7,16.8,7.2,11.1,91.5,0.545,136588.0,136.588,18.2,24797.0,53.9,18.47,5,2,0,743910.0,No prioritario
23350,LA APARTADA,23,1114,571,543,51.3,170.3,6.54,52.6,21.6,31.9,15.2,86.9,0.568,633.0,0.633,13.1,83.0,38.0,25.42,0,1,1,2490.0,Prioritario
23417,LORICA,23,800,481,319,60.2,164.8,4.85,41.1,15.6,17.0,16.5,92.6,0.519,415.0,0.415,14.2,59.0,35.1,19.48,0,1,1,1770.0,Prioritario
23419,LOS CÓRDOBAS,23,12088,5164,6924,42.7,588.9,20.53,60.5,14.4,70.4,12.3,93.5,0.562,6793.0,6.793,14.5,984.0,16.0,29.23,0,2,2,29520.0,Muy prioritario
23464,MOMIL,23,26670,10760,15910,40.3,365.8,72.91,42.1,17.0,20.2,13.0,93.4,0.514,13713.0,13.713,9.7,1325.0,30.6,20.36,0,1,2,39750.0,Muy prioritario
23466,MONTELÍBANO,23,12596,8491,4105,67.4,357.6,35.22,41.1,17.9,28.3,13.7,86.7,0.462,5821.0,5.821,15.8,920.0,53.4,29.48,0,1,2,27600.0,Muy prioritario
23500,MOÑITOS,23,800,413,387,51.7,429.7,1.86,65.4,18.0,60.4,15.7,95.5,0.609,487.0,0.487,18.0,87.0,25.1,28.92,0,1,2,2610.0,Muy prioritario
23555,PLANETA RICA,23,11379,6480,4899,56.9,38.8,293.6,43.0,17.4,26.2,14.7,90.1,0.643,7313.0,7.313,8.6,630.0,42.6,27.41,0,3,2,18900.0,Muy prioritario
23570,PUEBLO NUEVO,23,1276,686,590,53.8,606.8,2.1,52.9,17.6,9.8,13.4,90.1,0.486,620.0,0.62,19.5,121.0,34.3,30.82,0,1,2,3630.0,Muy prioritario
23574,PUERTO ESCONDIDO,23,44596,21578,23018,48.4,510.3,87.39,67.9,20.3,76.2,14.9,94.8,0.577,25739.0,25.739,17.7,4557.0,30.7,31.98,0,2,2,136710.0,Muy prioritario
23580,PUERTO LIBERTADOR,23,25845,9603,16242,37.2,72.2,357.77,58.9,16.6,29.0,14.7,90.4,0.43,11116.0,11.116,11.8,1316.0,16.1,30.57,0,1,2,39480.0,Muy prioritario
23586,PURÍSIMA DE LA CONCEPCIÓN,23,2460,1203,1257,48.9,182.6,13.47,53.1,21.3,34.4,14.3,94.2,0.553,1361.0,1.361,16.0,218.0,33.2,25.51,0,1,2,6540.0,Muy prioritario
23660,SAHAGÚN,23,5297,3555,1742,67.1,233.4,22.69,40.4,16.3,17.3,13.6,90.9,0.517,2740.0,2.74,16.2,444.0,61.5,20.79,0,3,1,13320.0,Prioritario
23670,SAN ANDRÉS DE SOTAVENTO,23,1985,579,1406,29.2,208.2,9.53,76.3,24.1,63.4,12.5,95.3,0.323,642.0,0.642,16.1,103.0,10.0,35.31,0,1,2,3090.0,Muy prioritario
23672,SAN ANTERO,23,11934,7130,4804,59.7,365.3,32.67,46.0,18.9,29.4,16.3,91.7,0.558,6664.0,6.664,18.4,1228.0,40.2,21.49,0,2,1,36840.0,Prioritario
23675,SAN BERNARDO DEL VIENTO,23,74552,29781,44771,39.9,1363.3,54.69,57.0,14.4,34.7,12.2,94.7,0.5,37268.0,37.268,9.3,3464.0,22.5,28.39,1,1,1,103920.0,Prioritario
23678,SAN CARLOS,23,2265,1221,1044,53.9,896.2,2.53,58.0,16.2,38.7,10.6,92.5,0.534,1209.0,1.209,16.7,201.0,29.3,27.57,0,1,2,6030.0,Muy prioritario
23682,SAN JOSÉ DE URÉ,23,33099,15865,17234,47.9,50.7,653.22,61.3,21.4,39.4,16.5,88.1,0.447,14796.0,14.796,13.7,2024.0,36.7,29.72,0,1,2,60720.0,Muy prioritario
23686,SAN PELAYO,23,5143,2293,2850,44.6,516.2,9.96,45.8,12.7,43.4,13.0,92.7,0.496,2553.0,2.553,14.2,363.0,27.3,22.1,0,2,2,10890.0,Muy prioritario
23807,TIERRALTA,23,3206,1796,1410,56.0,1205.6,2.66,63.8,24.7,40.4,13.6,94.0,0.596,1910.0,1.91,12.9,247.0,29.9,29.09,0,2,2,7410.0,Muy prioritario
23815,TUCHÍN,23,11018,3561,7457,32.3,389.2,28.31,78.0,24.3,44.7,11.6,95.7,0.476,5241.0,5.241,18.0,942.0,10.0,34.85,0,2,2,28260.0,Muy prioritario
23855,VALENCIA,23,2072,966,1106,46.7,906.1,2.29,53.1,16.5,32.6,11.7,93.7,0.551,1142.0,1.142,17.3,197.0,31.5,24.07,0,2,2,5910.0,Muy prioritario
25001,AGUA DE DIOS,25,4931,3740,1191,75.9,2737.3,1.8,17.9,7.8,3.9,12.0,80.2,0.6,2958.0,2.958,14.9,440.0,67.2,9.24,0,2,0,13200.0,No prioritario
25019,ALBÁN,25,1546,1216,330,78.7,835.9,1.85,25.8,4.6,16.8,13.3,79.5,0.759,1173.0,1.173,13.4,157.0,60.6,11.62,0,2,0,4710.0,No prioritario
25035,ANAPOIMA,25,458862,290521,168341,63.3,330.0,1390.38,22.6,7.9,23.2,13.6,77.3,0.509,233634.0,233.634,14.7,34284.0,53.1,11.2,2,1,0,1028520.0,No prioritario
25040,ANOLAIMA,25,14235,10231,4004,71.9,857.6,16.6,22.7,5.3,12.1,12.2,85.6,0.676,9630.0,9.63,18.0,1733.0,50.3,15.52,0,3,0,51990.0,No prioritario
25053,ARBELÁEZ,25,3791,2897,894,76.4,291.2,13.02,20.0,6.2,11.4,12.0,84.0,0.75,2844.0,2.844,17.9,508.0,63.7,9.3,0,3,0,15240.0,No prioritario
25086,BELTRÁN,25,19636,13267,6369,67.6,251.8,77.98,38.3,6.7,20.0,12.5,78.9,0.659,12935.0,12.935,20.0,2589.0,51.6,20.17,0,1,1,77670.0,Prioritario
25095,BITUIMA,25,10914,7512,3402,68.8,160.5,68.0,29.3,3.7,27.8,12.6,86.1,0.609,6648.0,6.648,18.8,1247.0,61.7,14.23,0,3,0,37410.0,No prioritario
25099,BOJACÁ,25,8975,6460,2515,72.0,1597.3,5.62,16.8,8.8,5.4,16.2,70.0,0.596,5346.0,5.346,19.6,1048.0,55.9,14.28,0,3,0,31440.0,No prioritario
25120,CABRERA,25,40356,22066,18290,54.7,91.6,440.37,39.5,7.6,61.3,13.0,93.1,0.652,26296.0,26.296,15.9,4194.0,31.0,20.06,0,1,2,125820.0,Muy prioritario
25123,CACHIPAY,25,52235,38303,13932,73.3,1538.9,33.94,20.6,5.0,9.3,13.3,84.6,0.529,27657.0,27.657,12.7,3503.0,55.3,10.67,2,3,0,105090.0,No prioritario
25126,CAJICÁ,25,5141,3719,1422,72.3,445.8,11.53,6.8,4.1,0.3,14.3,67.2,0.562,2888.0,2.888,16.1,466.0,56.4,6.29,0,3,0,13980.0,No prioritario
25148,CAPARRAPÍ,25,4738,1748,2990,36.9,45.6,103.81,41.2,3.5,44.9,11.5,93.0,0.466,2207.0,2.207,16.4,361.0,27.5,21.08,0,1,1,10830.0,Prioritario
25151,CÁQUEZA,25,8142,6144,1998,75.5,380.4,21.4,21.7,5.1,36.4,10.9,85.0,0.751,6114.0,6.114,16.9,1033.0,69.2,12.4,0,3,0,30990.0,No prioritario
25154,CARMEN DE CARUPA,25,800,588,212,73.5,30.0,26.67,31.2,7.3,15.2,9.6,88.0,0.674,540.0,0.54,18.4,99.0,58.4,14.17,0,2,0,2970.0,No prioritario
25168,CHAGUANÍ,25,873,269,604,30.9,518.3,1.68,58.7,3.3,49.4,10.3,89.6,0.396,346.0,0.346,11.6,40.0,16.3,44.35,0,1,2,1200.0,Muy prioritario
25175,CHÍA,25,156431,114041,42390,72.9,707.9,220.98,6.7,4.5,0.4,16.2,69.6,0.617,96484.0,96.484,13.7,13219.0,64.3,5.7,1,3,0,396570.0,No prioritario
25178,CHIPAQUE,25,258058,183977,74081,71.3,120.2,2146.87,31.1,7.7,42.4,11.2,86.9,0.586,151229.0,151.229,16.3,24589.0,54.4,15.16,3,2,0,737670.0,No prioritario
25181,CHOACHÍ,25,8533,7505,1028,88.0,283.8,30.07,22.5,5.1,12.2,12.1,86.2,0.645,5504.0,5.504,19.2,1058.0,70.7,13.32,0,2,0,31740.0,No prioritario
25183,CHOCONTÁ,25,37714,25896,11818,68.7,2552.9,14.77,27.5,9.3,12.3,11.8,81.8,0.703,26512.0,26.512,14.4,3818.0,52.0,13.92,2,2,0,114540.0,No prioritario
25200,COGUA,25,23394,16753,6641,71.6,133.4,175.41,12.6,4.5,3.3,13.3,72.6,0.527,12322.0,12.322,16.0,1966.0,52.9,11.83,0,2,0,58980.0,No prioritario
25214,COTA,25,3409190,2663832,745358,78.1,68.7,49646.06,9.0,6.5,3.9,15.1,70.4,0.791,2697521.0,2697.521,14.5,391014.0,68.9,6.51,17,3,0,11730420.0,No prioritario
25224,CUCUNUBÁ,25,100231,81186,19045,81.0,1448.1,69.22,25.0,6.8,11.9,10.3,63.5,0.74,74196.0,74.196,21.0,15550.0,65.2,14.76,1,3,0,466500.0,No prioritario
25245,EL COLEGIO,25,10612,7306,3306,68.9,2578.9,4.11,18.3,4.2,4.3,13.1,82.4,0.713,7563.0,7.563,15.5,1172.0,60.2,9.22,0,2,0,35160.0,No prioritario
25258,EL PEÑÓN,25,2392,1169,1223,48.9,245.8,9.73,49.5,2.7,69.2,8.5,93.0,0.509,1217.0,1.217,18.7,228.0,29.6,27.97,0,2,2,6840.0,Muy prioritario
25260,EL ROSAL,25,800,587,213,73.5,823.7,0.97,12.8,13.4,2.0,15.4,64.0,0.632,505.0,0.505,21.4,108.0,61.5,10.44,0,3,0,3240.0,No prioritario
25269,FACATATIVÁ,25,19268,13694,5574,71.1,1223.9,15.74,10.5,6.4,1.9,16.4,68.5,0.52,10012.0,10.012,16.4,1638.0,56.5,6.36,0,3,0,49140.0,No prioritario
25279,FÓMEQUE,25,3424,2381,1043,69.5,100.4,34.11,27.4,4.7,10.7,11.8,87.1,0.586,2007.0,2.007,13.4,270.0,54.7,12.95,0,1,0,8100.0,No prioritario
25281,FOSCA,25,1032,731,301,70.9,136.7,7.55,45.2,7.4,63.9,6.7,90.6,0.673,695.0,0.695,10.3,72.0,53.9,20.68,0,2,1,2160.0,Prioritario
25286,FUNZA,25,4172,3458,714,82.9,1071.8,3.89,7.8,6.0,0.3,15.4,66.3,0.785,3276.0,3.276,13.4,438.0,66.6,15.17,0,2,0,13140.0,No prioritario
25288,FÚQUENE,25,1906,1311,595,68.8,1848.3,1.03,23.6,3.8,19.9,11.5,81.4,0.537,1023.0,1.023,12.3,125.0,55.3,11.89,0,3,0,3750.0,No prioritario
25290,FUSAGASUGÁ,25,278411,209770,68641,75.3,480.8,579.05,12.2,4.6,2.4,15.7,80.7,0.622,173211.0,173.211,21.2,36669.0,65.3,7.94,5,3,0,1100070.0,No prioritario
25293,GACHALÁ,25,65313,27166,38147,41.6,85.1,767.18,51.5,5.9,53.3,9.9,87.8,0.504,32936.0,32.936,14.0,4613.0,18.4,23.61,2,3,1,138390.0,Prioritario
25295,GACHANCIPÁ,25,13169,11246,1923,85.4,2655.7,4.96,11.1,8.3,2.1,14.8,61.2,0.58,7637.0,7.637,19.2,1467.0,70.6,6.69,0,3,0,44010.0,No prioritario
25297,GACHETÁ,25,191740,112086,79654,58.5,129.4,1481.87,43.2,5.2,43.1,11.6,85.9,0.631,121014.0,121.014,8.7,10509.0,40.8,21.9,4,1,0,315270.0,No prioritario
25299,GAMA,25,15356,8878,6478,57.8,163.7,93.82,42.9,3.7,69.0,10.2,87.4,0.523,8036.0,8.036,11.7,939.0,33.5,28.45,0,1,2,28170.0,Muy prioritario
25307,GIRARDOT,25,2834,2805,29,99.0,369.0,7.68,13.4,8.5,0.6,15.9,78.6,0.73,2070.0,2.07,22.1,457.0,86.8,7.59,0,2,0,13710.0,No prioritario
25312,GRANADA,25,207238,156361,50877,75.5,1579.7,131.19,19.9,4.7,14.4,14.6,84.6,0.616,127585.0,127.585,17.9,22845.0,57.5,14.32,4,3,0,685350.0,No prioritario
25317,GUACHETÁ,25,35243,22402,12841,63.6,681.8,51.69,25.7,10.7,9.1,10.5,68.9,0.541,19071.0,19.071,15.4,2940.0,54.8,14.48,1,2,0,88200.0,No prioritario
25320,GUADUAS,25,2065,1347,718,65.3,402.6,5.13,27.2,5.3,28.5,16.7,80.2,0.611,1261.0,1.261,17.7,223.0,62.3,12.74,0,3,0,6690.0,No prioritario
25322,GUASCA,25,9484,8050,1434,84.9,426.6,22.23,15.5,5.0,7.7,17.7,71.8,0.672,6376.0,6.376,22.9,1460.0,67.4,8.09,0,3,0,43800.0,No prioritario
25324,GUATAQUÍ,25,2762,1827,935,66.2,257.8,10.71,32.9,9.0,22.4,9.7,83.1,0.585,1616.0,1.616,15.5,250.0,52.4,17.42,0,1,1,7500.0,Prioritario
25326,GUATAVITA,25,1108,594,514,53.6,478.1,2.32,33.1,4.5,18.1,12.8,80.9,0.506,561.0,0.561,15.1,85.0,34.7,24.58,0,2,1,2550.0,Prioritario
25328,GUAYABAL DE SÍQUIMA,25,70764,52870,17894,74.7,30.0,2358.8,29.4,4.8,19.2,11.8,86.4,0.674,47724.0,47.724,17.5,8375.0,63.6,18.9,1,3,0,251250.0,No prioritario
25335,GUAYABETAL,25,415380,257098,158282,61.9,171.4,2423.28,29.6,5.5,49.1,12.0,76.5,0.73,303173.0,303.173,22.9,69323.0,40.5,14.52,5,2,0,2079690.0,No prioritario
25339,GUTIÉRREZ,25,1077,833,244,77.4,326.9,3.29,37.6,9.3,52.5,9.2,92.3,0.671,723.0,0.723,10.9,79.0,60.8,16.91,0,3,0,2370.0,No prioritario
25368,JERUSALÉN,25,36803,26755,10048,72.7,61.5,598.57,34.9,6.6,57.5,8.3,88.1,0.72,26516.0,26.516,18.8,4990.0,50.6,16.0,1,2,0,149700.0,No prioritario
25372,JUNÍN,25,4141,1935,2206,46.7,389.0,10.65,57.8,3.6,45.3,13.9,92.7,0.426,1763.0,1.763,13.8,244.0,23.7,33.46,0,1,2,7320.0,Muy prioritario
25377,LA CALERA,25,5559,4967,592,89.4,191.5,29.04,9.8,2.8,10.7,13.7,70.4,0.72,4003.0,4.003,20.1,806.0,72.3,10.2,0,3,0,24180.0,No prioritario
25386,LA MESA,25,4599,3429,1170,74.6,2011.4,2.29,18.3,5.3,10.0,12.7,80.2,0.56,2578.0,2.578,15.0,386.0,65.7,13.07,0,3,0,11580.0,No prioritario
25394,LA PALMA,25,2820,1922,898,68.2,1615.9,1.75,39.4,3.1,42.1,10.3,89.5,0.505,1423.0,1.423,16.2,230.0,45.4,18.85,0,3,1,6900.0,Prioritario
25398,LA PEÑA,25,14579,8557,6022,58.7,139.9,104.2,50.3,3.3,68.5,9.3,94.2,0.526,7663.0,7.663,17.5,1341.0,40.5,24.29,0,2,2,40230.0,Muy prioritario
25402,LA VEGA,25,2993,1944,1049,65.0,204.2,14.66,22.1,4.5,25.3,12.9,81.9,0.705,2111.0,2.111,25.3,535.0,50.1,12.46,0,2,0,16050.0,No prioritario
25407,LENGUAZAQUE,25,21738,13562,8176,62.4,223.9,97.08,29.1,7.3,24.5,10.3,67.7,0.676,14685.0,14.685,18.2,2667.0,46.9,14.4,0,1,1,80010.0,Prioritario
25426,MACHETÁ,25,12204,8581,3623,70.3,142.3,85.76,38.2,6.4,34.9,11.4,89.0,0.651,7941.0,7.941,14.0,1111.0,52.6,18.87,0,3,1,33330.0,Prioritario
25430,MADRID,25,8689,6610,2079,76.1,309.2,28.1,10.4,7.4,0.7,15.8,62.2,0.532,4620.0,4.62,15.8,732.0,61.5,5.45,0,2,0,21960.0,No prioritario
25436,MANTA,25,2608,1577,1031,60.5,98.5,26.48,35.5,2.9,26.1,10.6,88.8,0.576,1503.0,1.503,14.2,213.0,44.8,16.6,0,3,1,6390.0,Prioritario
25438,MEDINA,25,4730,2566,2164,54.3,63.0,75.07,38.5,9.6,35.8,11.7,88.2,0.591,2796.0,2.796,9.5,267.0,44.9,24.22,0,3,1,8010.0,Prioritario
25473,MOSQUERA,25,52036,42996,9040,82.6,516.6,100.73,9.6,5.8,1.3,16.7,66.3,0.695,36142.0,36.142,16.8,6062.0,67.6,8.89,1,3,0,181860.0,No prioritario
25483,NARIÑO,25,32913,27916,4997,84.8,520.8,63.19,27.8,9.4,23.7,10.0,82.3,0.542,17832.0,17.832,20.2,3599.0,73.9,13.53,2,3,0,107970.0,No prioritario
25486,NEMOCÓN,25,2299,1561,738,67.9,93.2,24.67,14.2,6.5,1.0,13.9,67.4,0.551,1266.0,1.266,12.5,158.0,64.4,9.47,0,3,0,4740.0,No prioritario
25488,NILO,25,15975,11491,4484,71.9,716.5,22.29,22.1,4.6,24.6,16.6,82.6,0.633,10106.0,10.106,19.8,2005.0,54.0,11.63,0,3,0,60150.0,No prioritario
25489,NIMAIMA,25,51662,40388,11274,78.2,114.7,450.51,30.2,3.2,33.4,10.2,87.3,0.706,36453.0,36.453,18.8,6846.0,54.0,17.22,0,3,1,205380.0,Prioritario
25491,NOCAIMA,25,800,549,251,68.6,331.6,2.41,26.2,4.3,38.2,11.9,85.4,0.449,359.0,0.359,14.2,51.0,55.4,16.65,0,3,0,1530.0,No prioritario
25506,VENECIA,25,35527,23362,12165,65.8,654.9,54.25,38.1,5.6,38.9,14.1,91.5,0.6,21319.0,21.319,15.7,3337.0,45.0,21.27,2,2,0,100110.0,No prioritario
25513,PACHO,25,4053,2426,1627,59.9,235.0,17.25,27.7,4.7,29.8,12.4,84.5,0.601,2436.0,2.436,20.3,494.0,54.9,16.93,0,2,0,14820.0,No prioritario
25518,PAIME,25,37312,20680,16632,55.4,422.3,88.36,55.0,4.6,71.3,14.3,92.0,0.64,23868.0,23.868,17.2,4116.0,33.6,24.92,1,1,1,123480.0,Prioritario
25524,PANDI,25,3381,2078,1303,61.5,131.7,25.68,36.7,6.2,38.1,12.8,90.3,0.651,2202.0,2.202,15.7,345.0,40.3,17.84,0,2,1,10350.0,Prioritario
25530,PARATEBUENO,25,800,563,237,70.4,193.3,4.14,37.4,11.6,24.4,20.5,76.1,0.678,543.0,0.543,15.8,86.0,46.4,18.34,0,3,0,2580.0,No prioritario
25535,PASCA,25,800,609,191,76.1,191.1,4.19,30.6,6.4,26.3,12.5,94.1,0.591,472.0,0.472,17.3,82.0,64.8,14.64,0,3,0,2460.0,No prioritario
25572,PUERTO SALGAR,25,14567,12690,1877,87.1,99.9,145.83,31.0,10.1,7.9,23.4,83.6,0.546,7951.0,7.951,16.7,1326.0,66.2,17.26,0,3,1,39780.0,Prioritario
25580,PULÍ,25,21322,13227,8095,62.0,197.9,107.73,46.0,2.8,55.1,14.0,90.8,0.567,12083.0,12.083,9.4,1135.0,42.3,21.5,0,1,1,34050.0,Prioritario
25592,QUEBRADANEGRA,25,2623,1792,831,68.3,38.2,68.75,32.1,3.0,37.9,11.5,87.5,0.704,1845.0,1.845,22.5,414.0,56.7,14.87,0,3,0,12420.0,No prioritario
25594,QUETAME,25,42170,26961,15209,63.9,135.7,310.71,37.7,6.9,43.7,17.0,87.0,0.717,30245.0,30.245,16.4,4948.0,43.8,18.41,1,2,0,148440.0,No prioritario
25596,QUIPILE,25,800,445,355,55.7,173.8,4.6,44.1,4.8,25.6,13.4,92.3,0.63,504.0,0.504,16.3,82.0,36.7,31.58,0,2,1,2460.0,Prioritario
25599,APULO,25,11861,8381,3480,70.7,179.9,65.92,28.4,10.4,28.7,11.9,82.2,0.667,7912.0,7.912,16.4,1297.0,55.0,13.59,0,2,0,38910.0,No prioritario
25612,RICAURTE,25,1510,1089,421,72.1,183.1,8.25,17.5,7.2,2.6,13.2,73.8,0.669,1010.0,1.01,14.5,147.0,63.1,11.23,0,2,0,4410.0,No prioritario
25645,SAN ANTONIO DEL TEQUENDAMA,25,4132,3027,1105,73.3,227.2,18.19,21.8,3.2,23.1,12.8,83.1,0.599,2473.0,2.473,16.3,402.0,62.4,11.76,0,3,0,12060.0,No prioritario
25649,SAN BERNARDO,25,14549,10862,3687,74.7,435.0,33.45,34.8,5.3,35.3,12.2,91.9,0.638,9286.0,9.286,12.2,1130.0,55.7,15.41,0,3,1,33900.0,Prioritario
25653,SAN CAYETANO,25,2839,1555,1284,54.8,698.8,4.06,36.9,3.7,71.8,11.9,92.9,0.703,1995.0,1.995,21.8,435.0,38.6,19.03,0,3,1,13050.0,Prioritario
25658,SAN FRANCISCO,25,6686,5482,1204,82.0,112.2,59.59,20.2,4.7,18.8,13.4,81.3,0.603,4029.0,4.029,14.0,564.0,65.9,12.61,0,3,0,16920.0,No prioritario
